14012 0.0  ASP --> ing
1 0.0  NN --> vision
1 0.0  NN --> vulture
1 0.0  NN --> walker
1 0.0  NN --> wallpaper
1 0.0  NN --> walnuts
1 0.0  NN --> warning
1 0.0  NN --> washing_machine
1 0.0  NN --> wastepaper
1 0.0  NN --> weapon
1 0.0  NN --> wear
1 0.0  NN --> weasel
1 0.0  NN --> web^page
1 0.0  NN --> webpage
1 0.0  NN --> wednesday
1 0.0  NN --> weed
1 0.0  NN --> west
1 0.0  NN --> whatchu
1 0.0  NN --> wheatie
1 0.0  NN --> whip
1 0.0  NN --> whiz
1 0.0  NN --> whoa
1 0.0  NN --> whole
1 0.0  NN --> whoopsie
1 0.0  NN --> whoosit
1 0.0  NN --> wiggle
1 0.0  NN --> windowsill
1 0.0  NN --> wipe
1 0.0  NN --> wise
1 0.0  NN --> woodchuck
1 0.0  NN --> workbench
1 0.0  NN --> would
1 0.0  NN --> wreath
1 0.0  NN --> wrecker
1 0.0  NN --> wrestler
1 0.0  NN --> writer
1 0.0  NN --> writeup
1 0.0  NN --> x_ray
1 0.0  NN --> xxx
1 0.0  NN --> y
1 0.0  NN --> yabba_dabba_doo
1 0.0  NN --> yay
1 0.0  NN --> yearbook
1 0.0  NN --> yours
1 0.0  NN --> yuck
1 0.0  NN --> yuckie
1 0.0  NN --> yum
1 0.0  NN --> zebras
1 0.0  NN --> zookeeper
1 0.0  NN --> zoomer
1126 0.0  NNP --> sarah
762 0.0  NNP --> nina
710 0.0  NNP --> adam
691 0.0  NNP --> mommy
540 0.0  NNP --> eve
503 0.0  NNP --> child
422 0.0  NNP --> daddy
421 0.0  NNP --> joseph
293 0.0  NNP --> chi
286 0.0  NNP --> paul
226 0.0  NNP --> christmas
212 0.0  NNP --> fraser
204 0.0  NNP --> catherine
176 0.0  NNP --> thomas
161 0.0  NNP --> santa_claus
154 0.0  NNP --> investigator
152 0.0  NNP --> nana
141 0.0  NNP --> honey
141 0.0  NNP --> linda
141 0.0  NNP --> mr
141 0.0  NNP --> nonna
138 0.0  NNP --> mummy
129 0.0  NNP --> papa
128 0.0  NNP --> kent
126 0.0  NNP --> robin
121 0.0  NNP --> ursula
112 0.0  NNP --> theo
99 0.0  NNP --> mom
94 0.0  NNP --> maggie
88 0.0  NNP --> bugs
86 0.0  NNP --> donna
83 0.0  NNP --> ann_marie
82 0.0  NNP --> observer
81 0.0  NNP --> snoopy
81 0.0  NNP --> spencer
76 0.0  NNP --> chantilly
75 0.0  NNP --> mama
74 0.0  NNP --> becky
71 0.0  NNP --> gail
70 0.0  NNP --> mrs
66 0.0  NNP --> courtney
64 0.0  NNP --> cromer
63 0.0  NNP --> uncle
62 0.0  NNP --> rachel
61 0.0  NNP --> becca
60 0.0  NNP --> melissa
60 0.0  NNP --> michael
57 0.0  NNP --> ari
57 0.0  NNP --> sunday
56 0.0  NNP --> millisandy
56 0.0  NNP --> miriam
55 0.0  NNP --> band_aid
55 0.0  NNP --> gloria
53 0.0  NNP --> auntie
52 0.0  NNP --> wood
50 0.0  NNP --> diandra
50 0.0  NNP --> mary
49 0.0  NNP --> halloween
47 0.0  NNP --> justin
47 0.0  NNP --> saturday
46 0.0  NNP --> sweetie
45 0.0  NNP --> dolly
45 0.0  NNP --> easter
45 0.0  NNP --> wednesday
44 0.0  NNP --> david
43 0.0  NNP --> leila
43 0.0  NNP --> nonno
42 0.0  NNP --> bozo
42 0.0  NNP --> brian
42 0.0  NNP --> pierre
42 0.0  NNP --> sis
41 0.0  NNP --> charlie
41 0.0  NNP --> elizabeth
41 0.0  NNP --> grandma
40 0.0  NNP --> marie
40 0.0  NNP --> momma
40 0.0  NNP --> santa
39 0.0  NNP --> bro
39 0.0  NNP --> friday
39 0.0  NNP --> george
39 0.0  NNP --> god
38 0.0  NNP --> mike
37 0.0  NNP --> parent
37 0.0  NNP --> sara
37 0.0  NNP --> tommy
36 0.0  NNP --> baby
36 0.0  NNP --> bam_bam
36 0.0  NNP --> boston
35 0.0  NNP --> peter
34 0.0  NNP --> chatty_baby
34 0.0  NNP --> colin
34 0.0  NNP --> richard
33 0.0  NNP --> barnes
32 0.0  NNP --> grampy
31 0.0  NNP --> dear
31 0.0  NNP --> ears
31 0.0  NNP --> joe
31 0.0  NNP --> monday
30 0.0  NNP --> big
30 0.0  NNP --> karen
30 0.0  NNP --> miss
29 0.0  NNP --> arthur
29 0.0  NNP --> bird
29 0.0  NNP --> bobby
29 0.0  NNP --> indian
29 0.0  NNP --> mel
28 0.0  NNP --> beth
28 0.0  NNP --> betty
28 0.0  NNP --> jim
28 0.0  NNP --> mister
28 0.0  NNP --> sandra
28 0.0  NNP --> sister
27 0.0  NNP --> cheerio
27 0.0  NNP --> maryse
27 0.0  NNP --> teddy
26 0.0  NNP --> aunt_dot
26 0.0  NNP --> bob
26 0.0  NNP --> nicholas
25 0.0  NNP --> anne
25 0.0  NNP --> mickey
25 0.0  NNP --> mikey
24 0.0  NNP --> humm
24 0.0  NNP --> tom
23 0.0  NNP --> carol
23 0.0  NNP --> danny
23 0.0  NNP --> dick
23 0.0  NNP --> georgie
23 0.0  NNP --> lassie
23 0.0  NNP --> mariana
23 0.0  NNP --> park
23 0.0  NNP --> sesame_street
22 0.0  NNP --> bobo
22 0.0  NNP --> california
22 0.0  NNP --> frank
22 0.0  NNP --> jo_ann
21 0.0  NNP --> bud
21 0.0  NNP --> ellie
21 0.0  NNP --> erin
21 0.0  NNP --> ernie
21 0.0  NNP --> italy
21 0.0  NNP --> mother
21 0.0  NNP --> pebbles
21 0.0  NNP --> smith
20 0.0  NNP --> barbara
20 0.0  NNP --> blanche
20 0.0  NNP --> dad
20 0.0  NNP --> easter_bunny
20 0.0  NNP --> flip
20 0.0  NNP --> jack
20 0.0  NNP --> tuesday
20 0.0  NNP --> wellfleet
19 0.0  NNP --> francisco
19 0.0  NNP --> grammy
19 0.0  NNP --> judy
19 0.0  NNP --> kathy
19 0.0  NNP --> mumma
19 0.0  NNP --> san
19 0.0  NNP --> tony
18 0.0  NNP --> ann
18 0.0  NNP --> betta
18 0.0  NNP --> fred
18 0.0  NNP --> heather
18 0.0  NNP --> july
18 0.0  NNP --> may
18 0.0  NNP --> nicky
17 0.0  NNP --> alligator
17 0.0  NNP --> bert
17 0.0  NNP --> donny
17 0.0  NNP --> giraffe
17 0.0  NNP --> grandpa
17 0.0  NNP --> kim
17 0.0  NNP --> new
17 0.0  NNP --> popeye
17 0.0  NNP --> simon
16 0.0  NNP --> cambridge
16 0.0  NNP --> elaine
16 0.0  NNP --> gilly
16 0.0  NNP --> jerry
16 0.0  NNP --> joey
16 0.0  NNP --> noah
16 0.0  NNP --> playdough
16 0.0  NNP --> samantha
16 0.0  NNP --> sandy
16 0.0  NNP --> thursday
15 0.0  NNP --> aunt
15 0.0  NNP --> baby_bright
15 0.0  NNP --> cathy
15 0.0  NNP --> goldilocks
15 0.0  NNP --> harvard
15 0.0  NNP --> lastname
15 0.0  NNP --> ma
15 0.0  NNP --> melissi
15 0.0  NNP --> poy
15 0.0  NNP --> shadow_gay
15 0.0  NNP --> sheryl
15 0.0  NNP --> sir
15 0.0  NNP --> uncle_tommy
15 0.0  NNP --> wayland
14 0.0  NNP --> blitzen
14 0.0  NNP --> cape
14 0.0  NNP --> father
14 0.0  NNP --> granny
14 0.0  NNP --> humpty_dumpty
14 0.0  NNP --> john
14 0.0  NNP --> kirsten
14 0.0  NNP --> laurie
14 0.0  NNP --> nola
14 0.0  NNP --> peanut
14 0.0  NNP --> shannon
14 0.0  NNP --> sweetheart
14 0.0  NNP --> teppy
14 0.0  NNP --> tramp
13 0.0  NNP --> amy
13 0.0  NNP --> april
13 0.0  NNP --> arlo
13 0.0  NNP --> auntie_marilyn
13 0.0  NNP --> bear
13 0.0  NNP --> beatle
13 0.0  NNP --> doctor
13 0.0  NNP --> emerson
13 0.0  NNP --> gary
13 0.0  NNP --> indians
13 0.0  NNP --> kenny
13 0.0  NNP --> kleenex
13 0.0  NNP --> ohio
13 0.0  NNP --> p
13 0.0  NNP --> pat
13 0.0  NNP --> popple
13 0.0  NNP --> rinny
13 0.0  NNP --> ryan
13 0.0  NNP --> scott
13 0.0  NNP --> tickles
13 0.0  NNP --> valentine
12 0.0  NNP --> babar
12 0.0  NNP --> batman
12 0.0  NNP --> chuck
12 0.0  NNP --> donald
12 0.0  NNP --> esther
12 0.0  NNP --> fizzie
12 0.0  NNP --> gumby
12 0.0  NNP --> hon
12 0.0  NNP --> rudolph
12 0.0  NNP --> scotch
12 0.0  NNP --> street
12 0.0  NNP --> tanya
11 0.0  NNP --> astra
11 0.0  NNP --> babe
11 0.0  NNP --> billy
11 0.0  NNP --> canada
11 0.0  NNP --> dr
11 0.0  NNP --> emily
11 0.0  NNP --> jamie
11 0.0  NNP --> jeff
11 0.0  NNP --> jill
11 0.0  NNP --> laura
11 0.0  NNP --> mot
11 0.0  NNP --> patty
11 0.0  NNP --> tarci
11 0.0  NNP --> uncle_buster
11 0.0  NNP --> wolfie
10 0.0  NNP --> a
10 0.0  NNP --> andrew
10 0.0  NNP --> biddy
10 0.0  NNP --> bunny
10 0.0  NNP --> buster
10 0.0  NNP --> cinderella
10 0.0  NNP --> donald_duck
10 0.0  NNP --> dotty
10 0.0  NNP --> eleanor
10 0.0  NNP --> england
10 0.0  NNP --> heidi
10 0.0  NNP --> horsie
10 0.0  NNP --> howard
10 0.0  NNP --> howie
10 0.0  NNP --> jesus
10 0.0  NNP --> jo_anne
10 0.0  NNP --> lou
10 0.0  NNP --> mcdonald
10 0.0  NNP --> mouse
10 0.0  NNP --> ss
10 0.0  NNP --> york
9 0.0  NNP --> alexandra
9 0.0  NNP --> anthony
9 0.0  NNP --> beaver
9 0.0  NNP --> cami
9 0.0  NNP --> chuck_e_cheese
9 0.0  NNP --> cinda
9 0.0  NNP --> eric
9 0.0  NNP --> jackie
9 0.0  NNP --> katie
9 0.0  NNP --> lisa
9 0.0  NNP --> little
9 0.0  NNP --> marion
9 0.0  NNP --> matthew
9 0.0  NNP --> moon
9 0.0  NNP --> nathaniel
9 0.0  NNP --> nikki
9 0.0  NNP --> providence
9 0.0  NNP --> rangy
9 0.0  NNP --> santa_barbara
9 0.0  NNP --> seven_up
9 0.0  NNP --> shalom
9 0.0  NNP --> susan
8 0.0  NNP --> abc
8 0.0  NNP --> baba
8 0.0  NNP --> claus
8 0.0  NNP --> craig
8 0.0  NNP --> cruz
8 0.0  NNP --> curious
8 0.0  NNP --> debbie
8 0.0  NNP --> dennis
8 0.0  NNP --> diane
8 0.0  NNP --> dumbo
8 0.0  NNP --> ellen
8 0.0  NNP --> eskimo
8 0.0  NNP --> g
8 0.0  NNP --> hartzell
8 0.0  NNP --> helper
8 0.0  NNP --> jose
8 0.0  NNP --> maam
8 0.0  NNP --> minoru
8 0.0  NNP --> new_brunswick
8 0.0  NNP --> oma
8 0.0  NNP --> pepsi
8 0.0  NNP --> place
8 0.0  NNP --> racketyboom
8 0.0  NNP --> sabato
8 0.0  NNP --> september
8 0.0  NNP --> washington
8 0.0  NNP --> wollensak
7 0.0  NNP --> andreas
7 0.0  NNP --> bim_bam
7 0.0  NNP --> brad
7 0.0  NNP --> captain
7 0.0  NNP --> carmen
7 0.0  NNP --> coby
7 0.0  NNP --> cod
7 0.0  NNP --> colleen
7 0.0  NNP --> conner
7 0.0  NNP --> darlene
7 0.0  NNP --> dennison
7 0.0  NNP --> don
7 0.0  NNP --> dorothy
7 0.0  NNP --> edith
7 0.0  NNP --> flintstone
7 0.0  NNP --> frosty
7 0.0  NNP --> goofy
7 0.0  NNP --> graham
7 0.0  NNP --> grover
7 0.0  NNP --> huckleberry
7 0.0  NNP --> jenny
7 0.0  NNP --> julie
7 0.0  NNP --> karl
7 0.0  NNP --> lala
7 0.0  NNP --> macdonald
7 0.0  NNP --> madeline
7 0.0  NNP --> mark
7 0.0  NNP --> massachusetts
7 0.0  NNP --> nancy
7 0.0  NNP --> nanny
7 0.0  NNP --> oscar
7 0.0  NNP --> rocky
7 0.0  NNP --> ronnie
7 0.0  NNP --> rudolf
7 0.0  NNP --> salisbury
7 0.0  NNP --> sean
7 0.0  NNP --> sesame
7 0.0  NNP --> tiger
7 0.0  NNP --> timmy
7 0.0  NNP --> timothy
7 0.0  NNP --> tracy
6 0.0  NNP --> aimee
6 0.0  NNP --> alissa
6 0.0  NNP --> anna
6 0.0  NNP --> auntie_gertie
6 0.0  NNP --> baby_first_step
6 0.0  NNP --> bell
6 0.0  NNP --> bill
6 0.0  NNP --> bugs_bunny
6 0.0  NNP --> burke
6 0.0  NNP --> casey
6 0.0  NNP --> celia
6 0.0  NNP --> charles
6 0.0  NNP --> cheryl
6 0.0  NNP --> china
6 0.0  NNP --> city
6 0.0  NNP --> clip_clop
6 0.0  NNP --> colby
6 0.0  NNP --> disney
6 0.0  NNP --> duc
6 0.0  NNP --> france
6 0.0  NNP --> franky
6 0.0  NNP --> hedda
6 0.0  NNP --> huh
6 0.0  NNP --> inky
6 0.0  NNP --> jessie
6 0.0  NNP --> johnny
6 0.0  NNP --> king
6 0.0  NNP --> kit
6 0.0  NNP --> loop_loop
6 0.0  NNP --> lucky
6 0.0  NNP --> margot
6 0.0  NNP --> maya
6 0.0  NNP --> mickey_mouse
6 0.0  NNP --> milkman
6 0.0  NNP --> name
6 0.0  NNP --> nick
6 0.0  NNP --> north_carolina
6 0.0  NNP --> olympia
6 0.0  NNP --> paulie
6 0.0  NNP --> pia
6 0.0  NNP --> piper
6 0.0  NNP --> professor_brown
6 0.0  NNP --> raggedy_ann
6 0.0  NNP --> rick
6 0.0  NNP --> romper_room
6 0.0  NNP --> ruth
6 0.0  NNP --> sky_dart
6 0.0  NNP --> sleeping_beauty
6 0.0  NNP --> texas
6 0.0  NNP --> white
6 0.0  NNP --> williams
5 0.0  NNP --> arizona
5 0.0  NNP --> b
5 0.0  NNP --> bandaid
5 0.0  NNP --> bermuda
5 0.0  NNP --> brockton
5 0.0  NNP --> brother
5 0.0  NNP --> chips
5 0.0  NNP --> christopher
5 0.0  NNP --> cindy
5 0.0  NNP --> doc
5 0.0  NNP --> dot
5 0.0  NNP --> duchess
5 0.0  NNP --> dylan
5 0.0  NNP --> eileen
5 0.0  NNP --> girl
5 0.0  NNP --> grace
5 0.0  NNP --> gramma
5 0.0  NNP --> gumpy
5 0.0  NNP --> hey
5 0.0  NNP --> i
5 0.0  NNP --> jake
5 0.0  NNP --> jeep
5 0.0  NNP --> jimmy
5 0.0  NNP --> jocko
5 0.0  NNP --> joshua
5 0.0  NNP --> kansas
5 0.0  NNP --> ken
5 0.0  NNP --> le
5 0.0  NNP --> leo
5 0.0  NNP --> lijah
5 0.0  NNP --> lord
5 0.0  NNP --> louise
5 0.0  NNP --> mallein
5 0.0  NNP --> mamma
5 0.0  NNP --> marx
5 0.0  NNP --> maryanne
5 0.0  NNP --> mimi
5 0.0  NNP --> missus
5 0.0  NNP --> nellie
5 0.0  NNP --> noel
5 0.0  NNP --> north
5 0.0  NNP --> nut
5 0.0  NNP --> panama
5 0.0  NNP --> penny_bright
5 0.0  NNP --> poppins
5 0.0  NNP --> ronny
5 0.0  NNP --> rosie
5 0.0  NNP --> san_francisco
5 0.0  NNP --> santie_claus
5 0.0  NNP --> scooter
5 0.0  NNP --> skipper
5 0.0  NNP --> suzanne
5 0.0  NNP --> u
4 0.0  NNP --> aaron
4 0.0  NNP --> africa
4 0.0  NNP --> alexander
4 0.0  NNP --> allen
4 0.0  NNP --> allison
4 0.0  NNP --> annie
4 0.0  NNP --> auntie_ellie
4 0.0  NNP --> baby_boo
4 0.0  NNP --> bingo
4 0.0  NNP --> bonnie_bride
4 0.0  NNP --> boy
4 0.0  NNP --> brook
4 0.0  NNP --> brownie
4 0.0  NNP --> bruce
4 0.0  NNP --> buba
4 0.0  NNP --> bubba
4 0.0  NNP --> buddy
4 0.0  NNP --> bx
4 0.0  NNP --> captain_kangaroo
4 0.0  NNP --> cecelia
4 0.0  NNP --> central
4 0.0  NNP --> chatty
4 0.0  NNP --> college
4 0.0  NNP --> crazy_foam
4 0.0  NNP --> cummings
4 0.0  NNP --> daisy
4 0.0  NNP --> daniel
4 0.0  NNP --> datsun
4 0.0  NNP --> day
4 0.0  NNP --> debra
4 0.0  NNP --> dover
4 0.0  NNP --> duck
4 0.0  NNP --> dutch
4 0.0  NNP --> edna
4 0.0  NNP --> emory
4 0.0  NNP --> farm
4 0.0  NNP --> february
4 0.0  NNP --> filene
4 0.0  NNP --> florence
4 0.0  NNP --> florida
4 0.0  NNP --> freddy
4 0.0  NNP --> fuzzy_wuzzy
4 0.0  NNP --> g_i_joe
4 0.0  NNP --> genie
4 0.0  NNP --> germany
4 0.0  NNP --> gigi
4 0.0  NNP --> globe
4 0.0  NNP --> gracie
4 0.0  NNP --> guatemala
4 0.0  NNP --> hall
4 0.0  NNP --> hampshire
4 0.0  NNP --> homer
4 0.0  NNP --> hooper
4 0.0  NNP --> hudson
4 0.0  NNP --> jacob
4 0.0  NNP --> janet
4 0.0  NNP --> janice
4 0.0  NNP --> january
4 0.0  NNP --> jason
4 0.0  NNP --> jello
4 0.0  NNP --> jennifer
4 0.0  NNP --> jingle
4 0.0  NNP --> joanne
4 0.0  NNP --> june
4 0.0  NNP --> kay
4 0.0  NNP --> kean
4 0.0  NNP --> kevin
4 0.0  NNP --> kool_aid
4 0.0  NNP --> koolade
4 0.0  NNP --> lamb
4 0.0  NNP --> larry
4 0.0  NNP --> lawny
4 0.0  NNP --> london
4 0.0  NNP --> maine
4 0.0  NNP --> marcia
4 0.0  NNP --> margaret
4 0.0  NNP --> marian
4 0.0  NNP --> mary_poppins
4 0.0  NNP --> mass
4 0.0  NNP --> michele
4 0.0  NNP --> michelle
4 0.0  NNP --> miss_echo
4 0.0  NNP --> monkey
4 0.0  NNP --> museum
4 0.0  NNP --> nik
4 0.0  NNP --> pan
4 0.0  NNP --> pembroke
4 0.0  NNP --> poodle
4 0.0  NNP --> pooh
4 0.0  NNP --> prince
4 0.0  NNP --> provincetown
4 0.0  NNP --> punch
4 0.0  NNP --> putnam_avenue
4 0.0  NNP --> quick
4 0.0  NNP --> r
4 0.0  NNP --> rambler
4 0.0  NNP --> red
4 0.0  NNP --> ringo
4 0.0  NNP --> robinson
4 0.0  NNP --> rogers
4 0.0  NNP --> safari
4 0.0  NNP --> sheeba
4 0.0  NNP --> sheila
4 0.0  NNP --> sing
4 0.0  NNP --> spider
4 0.0  NNP --> square
4 0.0  NNP --> superman
4 0.0  NNP --> t
4 0.0  NNP --> the
4 0.0  NNP --> tickle_baby
4 0.0  NNP --> truro
4 0.0  NNP --> valerie
4 0.0  NNP --> willy
4 0.0  NNP --> wizard
4 0.0  NNP --> wom
4 0.0  NNP --> yager
4 0.0  NNP --> yogi
4 0.0  NNP --> zayre
4 0.0  NNP --> zayres
3 0.0  NNP --> _island
3 0.0  NNP --> a_and_p
3 0.0  NNP --> abba
3 0.0  NNP --> america
3 0.0  NNP --> anne_marie
3 0.0  NNP --> auchela
3 0.0  NNP --> august
3 0.0  NNP --> avenue
3 0.0  NNP --> avon
3 0.0  NNP --> barney
3 0.0  NNP --> beach
3 0.0  NNP --> bible
3 0.0  NNP --> big^bird
3 0.0  NNP --> blue
3 0.0  NNP --> cabbage
3 0.0  NNP --> carl
3 0.0  NNP --> carlos
3 0.0  NNP --> carney
3 0.0  NNP --> caterpillar
3 0.0  NNP --> chantal
3 0.0  NNP --> cheese
3 0.0  NNP --> chicago
3 0.0  NNP --> chip
3 0.0  NNP --> chrissie
3 0.0  NNP --> christie
3 0.0  NNP --> cleanser
3 0.0  NNP --> cocoa
3 0.0  NNP --> coke
3 0.0  NNP --> colorado
3 0.0  NNP --> cone
3 0.0  NNP --> cookie
3 0.0  NNP --> cory
3 0.0  NNP --> cub_scout
3 0.0  NNP --> cutie
3 0.0  NNP --> dada
3 0.0  NNP --> dan
3 0.0  NNP --> danielle
3 0.0  NNP --> dave
3 0.0  NNP --> dickie
3 0.0  NNP --> do_you_know
3 0.0  NNP --> dodie
3 0.0  NNP --> dragon
3 0.0  NNP --> ducky
3 0.0  NNP --> dumpty
3 0.0  NNP --> dwinette
3 0.0  NNP --> eliza
3 0.0  NNP --> emma
3 0.0  NNP --> english
3 0.0  NNP --> ernest
3 0.0  NNP --> exeter
3 0.0  NNP --> eye
3 0.0  NNP --> fat
3 0.0  NNP --> gilligan
3 0.0  NNP --> golden_gate_park
3 0.0  NNP --> goldrush
3 0.0  NNP --> grand
3 0.0  NNP --> grandaddy
3 0.0  NNP --> grandfather
3 0.0  NNP --> grandmother
3 0.0  NNP --> grant
3 0.0  NNP --> graves
3 0.0  NNP --> greenwich
3 0.0  NNP --> gwen
3 0.0  NNP --> hans
3 0.0  NNP --> hawaii
3 0.0  NNP --> head
3 0.0  NNP --> hippity_hop
3 0.0  NNP --> hood
3 0.0  NNP --> hound
3 0.0  NNP --> house
3 0.0  NNP --> inkie
3 0.0  NNP --> israel
3 0.0  NNP --> j
3 0.0  NNP --> jan
3 0.0  NNP --> jane
3 0.0  NNP --> jeanne
3 0.0  NNP --> jeannie
3 0.0  NNP --> jess
3 0.0  NNP --> jessica
3 0.0  NNP --> joann
3 0.0  NNP --> josh
3 0.0  NNP --> julliet
3 0.0  NNP --> karin
3 0.0  NNP --> kathleen
3 0.0  NNP --> kathryn
3 0.0  NNP --> kiddo
3 0.0  NNP --> kimberly
3 0.0  NNP --> kirk
3 0.0  NNP --> lady
3 0.0  NNP --> legos
3 0.0  NNP --> leone
3 0.0  NNP --> lion
3 0.0  NNP --> lis
3 0.0  NNP --> lovey
3 0.0  NNP --> lucy
3 0.0  NNP --> m_and_ms
3 0.0  NNP --> macaroni
3 0.0  NNP --> madeleine
3 0.0  NNP --> maisie
3 0.0  NNP --> marco
3 0.0  NNP --> marilee
3 0.0  NNP --> mattress
3 0.0  NNP --> melanie
3 0.0  NNP --> melisandy
3 0.0  NNP --> memorial
3 0.0  NNP --> mercurochrome
3 0.0  NNP --> mexican
3 0.0  NNP --> midge
3 0.0  NNP --> monster
3 0.0  NNP --> morgan
3 0.0  NNP --> munchkin
3 0.0  NNP --> n
3 0.0  NNP --> nancy_nurse
3 0.0  NNP --> neil
3 0.0  NNP --> nelson
3 0.0  NNP --> nursie
3 0.0  NNP --> october
3 0.0  NNP --> old
3 0.0  NNP --> old_lady
3 0.0  NNP --> oldsmobile
3 0.0  NNP --> opa
3 0.0  NNP --> orphan_annie
3 0.0  NNP --> oz
3 0.0  NNP --> peppy
3 0.0  NNP --> peters
3 0.0  NNP --> petunia
3 0.0  NNP --> phil
3 0.0  NNP --> pickle
3 0.0  NNP --> piggywinkle
3 0.0  NNP --> pinnochio
3 0.0  NNP --> pittsburg
3 0.0  NNP --> pixie
3 0.0  NNP --> playdoh
3 0.0  NNP --> plymouth
3 0.0  NNP --> pokey
3 0.0  NNP --> polka
3 0.0  NNP --> poor_pony
3 0.0  NNP --> pop
3 0.0  NNP --> poppa
3 0.0  NNP --> popples
3 0.0  NNP --> porgie
3 0.0  NNP --> princess
3 0.0  NNP --> prudential
3 0.0  NNP --> q
3 0.0  NNP --> rabbit
3 0.0  NNP --> randolph
3 0.0  NNP --> remy
3 0.0  NNP --> revere
3 0.0  NNP --> richie
3 0.0  NNP --> ring_a_round_a_rosy
3 0.0  NNP --> river
3 0.0  NNP --> robbie
3 0.0  NNP --> roland
3 0.0  NNP --> roo
3 0.0  NNP --> saint
3 0.0  NNP --> sam
3 0.0  NNP --> santa_cruz
3 0.0  NNP --> sears
3 0.0  NNP --> shaggy
3 0.0  NNP --> sharon
3 0.0  NNP --> sheba
3 0.0  NNP --> siamese
3 0.0  NNP --> south
3 0.0  NNP --> spam
3 0.0  NNP --> spot
3 0.0  NNP --> star
3 0.0  NNP --> steve
3 0.0  NNP --> stooge
3 0.0  NNP --> sugar_pop
3 0.0  NNP --> tallahassee
3 0.0  NNP --> tarce
3 0.0  NNP --> terry
3 0.0  NNP --> time
3 0.0  NNP --> tippy
3 0.0  NNP --> uncle_walter
3 0.0  NNP --> university
3 0.0  NNP --> v
3 0.0  NNP --> vicki
3 0.0  NNP --> virginia
3 0.0  NNP --> volkswagen
3 0.0  NNP --> volvo
3 0.0  NNP --> waltham
3 0.0  NNP --> weasel
3 0.0  NNP --> wes
3 0.0  NNP --> yaya
3 0.0  NNP --> yogi_bear
2 0.0  NNP --> adamy
2 0.0  NNP --> adult's-name
2 0.0  NNP --> aid
2 0.0  NNP --> ajax
2 0.0  NNP --> alibabah
2 0.0  NNP --> alston
2 0.0  NNP --> amanda
2 0.0  NNP --> annette
2 0.0  NNP --> arlena
2 0.0  NNP --> arlington
2 0.0  NNP --> art
2 0.0  NNP --> auburn
2 0.0  NNP --> auntie_shirley
2 0.0  NNP --> baxter
2 0.0  NNP --> beatrice
2 0.0  NNP --> beauty
2 0.0  NNP --> bee
2 0.0  NNP --> beebee
2 0.0  NNP --> benson
2 0.0  NNP --> blacky
2 0.0  NNP --> bonnie
2 0.0  NNP --> boofoo
2 0.0  NNP --> bosa
2 0.0  NNP --> boy_scout
2 0.0  NNP --> brady
2 0.0  NNP --> brave
2 0.0  NNP --> bren
2 0.0  NNP --> brenda
2 0.0  NNP --> brendan
2 0.0  NNP --> brighams
2 0.0  NNP --> brown
2 0.0  NNP --> burger
2 0.0  NNP --> bush
2 0.0  NNP --> bye
2 0.0  NNP --> caca
2 0.0  NNP --> caitlin
2 0.0  NNP --> cameron
2 0.0  NNP --> canobie
2 0.0  NNP --> carrots
2 0.0  NNP --> cat
2 0.0  NNP --> cave
2 0.0  NNP --> center
2 0.0  NNP --> charmingz_chatty
2 0.0  NNP --> chelsea
2 0.0  NNP --> cherry
2 0.0  NNP --> chex
2 0.0  NNP --> chi_ling
2 0.0  NNP --> chickie
2 0.0  NNP --> children
2 0.0  NNP --> chinese
2 0.0  NNP --> christine
2 0.0  NNP --> circle
2 0.0  NNP --> clause
2 0.0  NNP --> coca
2 0.0  NNP --> cola
2 0.0  NNP --> common
2 0.0  NNP --> connecticut
2 0.0  NNP --> cousin
2 0.0  NNP --> cow
2 0.0  NNP --> crawl_away_baby
2 0.0  NNP --> cream_o_wheat
2 0.0  NNP --> creepy
2 0.0  NNP --> cristine
2 0.0  NNP --> cross
2 0.0  NNP --> cumming
2 0.0  NNP --> dame
2 0.0  NNP --> dawson
2 0.0  NNP --> diddle
2 0.0  NNP --> dina
2 0.0  NNP --> dodge
2 0.0  NNP --> dog
2 0.0  NNP --> doggy
2 0.0  NNP --> dollie
2 0.0  NNP --> dougy
2 0.0  NNP --> drumlin
2 0.0  NNP --> ducky_lucky
2 0.0  NNP --> duplo
2 0.0  NNP --> eagle
2 0.0  NNP --> ed
2 0.0  NNP --> elenore
2 0.0  NNP --> elthea
2 0.0  NNP --> elvis
2 0.0  NNP --> erli
2 0.0  NNP --> fair
2 0.0  NNP --> fifi
2 0.0  NNP --> fireman
2 0.0  NNP --> fish
2 0.0  NNP --> fisher
2 0.0  NNP --> flip_flop
2 0.0  NNP --> flipper
2 0.0  NNP --> foxboro
2 0.0  NNP --> framingham
2 0.0  NNP --> friendly
2 0.0  NNP --> fritzi
2 0.0  NNP --> froggy
2 0.0  NNP --> full
2 0.0  NNP --> georgia
2 0.0  NNP --> girl_scout
2 0.0  NNP --> gleason
2 0.0  NNP --> gonzo
2 0.0  NNP --> goose
2 0.0  NNP --> gram
2 0.0  NNP --> grampa
2 0.0  NNP --> grampie
2 0.0  NNP --> grill
2 0.0  NNP --> ground
2 0.0  NNP --> gruyere
2 0.0  NNP --> h
2 0.0  NNP --> harry
2 0.0  NNP --> heart
2 0.0  NNP --> helga
2 0.0  NNP --> hercules
2 0.0  NNP --> herman
