rule,results_min5_iters74.txt,results_min5_iters500.txt
NP --> NP WHPP,1.83247e-10,1.82759e-10
NP --> PDT DT,0.000505395,0.000504841
NP --> PDT DT JJ NN,0.000470485,0.000469717
NP --> PDT DT JJ NNS,0.00020232,0.000201776
NP --> PDT DT NN,1.83646e-10,1.83152e-10
NP --> PDT DT NN NNS,1.83224e-10,1.82732e-10
NP --> PDT DT NNS,0.00154146,0.00153346
NP --> PDT DT NNS PP,0.000150406,0.00015285
NP --> PDT PRP$ NN,7.29393e-05,7.01408e-05
NP --> PDT PRP$ NNS,0.000296162,0.000294416
NP --> PRP CC NNP,0.000397832,0.000397076
NP --> PRP CC PRP,0.000852357,0.000848553
NP --> PRP CD,1.83675e-10,1.83176e-10
NP --> PRP DT,0.00363948,0.00363762
NP --> PRP JJ NN,1.83508e-10,1.83017e-10
NP --> PRP NN,0.0130745,0.0130341
NP --> PRP NNS,0.00138325,0.00137738
NP --> PRP NP,0.0144263,0.0143362
NP --> PRP PRP,0.000341983,0.000340246
NP --> PRP VP,0.188646,0.188229
NP --> PRP$ ADJP NN,1.83485e-10,1.82992e-10
NP --> PRP$ CD NNS,6.00303e-05,5.95287e-05
NP --> PRP$ JJ,0.0124861,0.0124662
NP --> PRP$ JJ JJ NN,0.000234283,0.000234991
NP --> PRP$ JJ JJ NNS,1.83952e-10,1.83452e-10
NP --> PRP$ JJ NN,0.00354517,0.00352878
NP --> PRP$ JJ NN NN,7.72524e-05,7.19369e-05
NP --> PRP$ JJ NN PP,7.76986e-05,7.9085e-05
NP --> PRP$ JJ NNP,1.83362e-10,1.8287e-10
NP --> PRP$ JJ NNS,0.000484532,0.000480069
NP --> PRP$ JJS NN,6.62254e-05,6.59101e-05
NP --> PRP$ NN,0.045096,0.0448917
NP --> PRP$ NN CC NN,0.000112561,0.000111521
NP --> PRP$ NN NN,0.000904938,0.000841034
NP --> PRP$ NN NN NN,1.8346e-10,1.82968e-10
NP --> PRP$ NN NNP,0.000556652,0.000550478
NP --> PRP$ NN NNS,1.83571e-10,1.83076e-10
NP --> PRP$ NN POS,0.000129017,0.000127391
NP --> PRP$ NN PP,0.000461383,0.000448114
NP --> PRP$ NNP,0.00114402,0.0011376
NP --> PRP$ NNP NN,4.71201e-05,4.51428e-05
NP --> PRP$ NNS,0.00649426,0.00646457
NP --> PRP$ NP,9.69313e-05,9.26974e-05
NP --> PRP$ NP CC NP,1.49958e-05,1.8324e-10
NP --> PRP$ NP NN,1.83534e-10,1.83039e-10
NP --> PRP$ PRP$ NN,1.83328e-10,1.82833e-10
NP --> PRP$ VB,0.0409237,0.0408427
NP --> PRP$ VBG NN,1.83351e-10,1.82858e-10
NP --> RB CD,0.00031211,0.000310269
NP --> RB CD NN,1.83332e-10,1.82842e-10
NP --> RB CD NNP,1.83321e-10,1.82823e-10
NP --> RB CD NNS,6.2371e-05,6.2752e-05
NP --> RB DT JJ NN,0.00127915,0.00128648
NP --> RB DT NN,0.0140428,0.0140185
NP --> RB JJ,0.0250765,0.0250235
NP --> RB JJ NN,1.83504e-10,1.83014e-10
NP --> RB JJ NNS,0.00096427,0.000967021
NP --> RB NN,0.0227138,0.0226862
NP --> S NP,9.66136e-05,9.60842e-05
NP --> VB PRP,0.0890107,0.0887339
NP --> VBG NN,0.00147637,0.00146832
NP --> VBG NNS,5.26438e-05,5.2925e-05
PP --> ADVP IN,0.0408979,0.0400413
PP --> ADVP IN NP,2.0165e-09,2.01517e-09
PP --> ADVP IN PP,2.01332e-09,2.0121e-09
PP --> ADVP PP,2.01748e-09,2.01584e-09
PP --> ADVP TO NP,2.01279e-09,2.01143e-09
PP --> CD NN,2.01603e-09,2.01464e-09
PP --> CD NNS,0.00215014,0.00218139
PP --> DT IN NP,2.01608e-09,2.01468e-09
PP --> DT JJ NN,2.01622e-09,2.01485e-09
PP --> DT NN,0.000830726,0.000817574
PP --> IN ADJP,0.0152192,0.0152329
PP --> IN ADVP,0.237698,0.236838
PP --> IN ADVP NP,2.0171e-09,2.01581e-09
PP --> IN CC IN,0.00199277,0.00199727
PP --> IN CC IN NP,2.01426e-09,2.0129e-09
PP --> IN IN NP,2.01415e-09,2.01284e-09
PP --> IN NN,0.381076,0.383057
PP --> IN NP,0.242698,0.242167
PP --> IN NP ADJP,2.01489e-09,2.01345e-09
PP --> IN NP ADVP,2.01618e-09,2.01473e-09
PP --> IN NP NP,2.01682e-09,2.01546e-09
PP --> IN NP PP,4.10382e-09,2.01535e-09
PP --> IN NP SBAR,2.01707e-09,2.0156e-09
PP --> IN NP VP,2.01485e-09,2.01349e-09
PP --> IN PP,2.01744e-09,2.01619e-09
PP --> IN RB,0.0315168,0.0316013
PP --> IN S,2.01384e-09,2.01235e-09
PP --> IN SBAR,2.01684e-09,2.01554e-09
PP --> IN VP,0.00243339,0.00249455
PP --> IN WHADVP,5.08092e-05,5.07437e-05
PP --> IN WHNP,0.00170082,0.00172335
PP --> JJ NN,0.00118825,0.00114862
PP --> JJ NNP,0.00367416,0.00363147
PP --> NNP NN,0.00578958,0.00570422
PP --> NOT IN NP,2.0114e-09,2.01001e-09
PP --> NOT NP,2.01144e-09,2.01004e-09
PP --> NP IN NP,0.000736441,2.01618e-09
PP --> NP PP,0.002058,0.0025557
PP --> NP SBAR,2.0165e-09,2.01506e-09
PP --> PDT DT NN,0.000229263,0.000351402
PP --> PP CC PP,0.00182032,0.00181396
PP --> PP PP,2.0155e-09,2.0141e-09
PP --> PP SBAR,2.01677e-09,2.01533e-09
PP --> RB IN,0.025199,0.0255249
PP --> RB IN NP,1.10735e-05,2.01586e-09
PP --> RB IN VP,2.01331e-09,2.01194e-09
PP --> RB NP,0.00102881,0.00106744
PP --> RB TO NP,2.01447e-09,2.01311e-09
PP --> RBR IN NP,2.01918e-09,2.01762e-09
PP --> TO NP,2.01572e-09,2.01432e-09
PRT --> ADVP RP,0.509827,0.561236
PRT --> RB RP,0.0356632,0.0424752
PRT --> RP NP,1.84862e-08,1.8597e-08
PRT --> RP PP,0.201266,0.176816
PRT --> RP RP,0.253244,0.219473
ROOT --> FRAG CC FRAG,0.000689508,0.000700539
ROOT --> FRAG CC S,4.07142e-10,4.07067e-10
ROOT --> FRAG CC SBARQ,4.08821e-10,4.08995e-10
ROOT --> FRAG CC SQ,4.08096e-10,4.08169e-10
ROOT --> FRAG FRAG,0.00402888,0.00390632
ROOT --> FRAG FRAG FRAG,4.07662e-10,4.07677e-10
ROOT --> FRAG FRAG S,4.07316e-10,4.07283e-10
ROOT --> FRAG FRAG SBARQ,4.07264e-10,4.07264e-10
ROOT --> FRAG FRAG SQ,4.0764e-10,4.07598e-10
ROOT --> FRAG INTJ,0.00228885,0.00238836
ROOT --> FRAG INTJ FRAG,4.07606e-10,4.07586e-10
ROOT --> FRAG INTJ NP,4.0762e-10,4.07617e-10
ROOT --> FRAG INTJ S,4.0699e-10,4.06969e-10
ROOT --> FRAG NP,0.134564,0.13969
ROOT --> FRAG NP FRAG,4.07714e-10,4.07701e-10
ROOT --> FRAG NP S,4.07448e-10,4.07442e-10
ROOT --> FRAG S,0.00651903,0.00633727
ROOT --> FRAG S FRAG,4.07253e-10,4.07239e-10
ROOT --> FRAG S INTJ,4.06985e-10,4.06966e-10
ROOT --> FRAG S NP,4.07631e-10,4.07627e-10
ROOT --> FRAG S S,4.0698e-10,4.06973e-10
ROOT --> FRAG S SQ,4.08941e-10,4.08971e-10
ROOT --> FRAG SBARQ,4.07908e-10,4.08126e-10
ROOT --> FRAG SQ,0.00849888,0.00876414
ROOT --> INTJ CC FRAG,4.07714e-10,4.07714e-10
ROOT --> INTJ CC S,4.06981e-10,4.06955e-10
ROOT --> INTJ CC SBARQ,4.07713e-10,4.08117e-10
ROOT --> INTJ CC SQ,4.07616e-10,4.07638e-10
ROOT --> INTJ FRAG,0.0166382,0.0164067
ROOT --> INTJ FRAG FRAG,4.08047e-10,4.08051e-10
ROOT --> INTJ FRAG INTJ,2.61944e-05,2.5143e-05
ROOT --> INTJ FRAG INTJ S,4.06884e-10,4.06857e-10
ROOT --> INTJ FRAG NP,0.00037963,0.000346707
ROOT --> INTJ FRAG S,4.08354e-10,4.08347e-10
ROOT --> INTJ FRAG SBARQ,4.07179e-10,4.07104e-10
ROOT --> INTJ FRAG SQ,0.000185586,0.000194902
ROOT --> INTJ INTJ,0.00696527,0.00694867
ROOT --> INTJ INTJ FRAG,4.07993e-10,4.08019e-10
ROOT --> INTJ INTJ INTJ,4.07523e-10,4.07489e-10
ROOT --> INTJ INTJ NP,3.79084e-05,4.08042e-10
ROOT --> INTJ INTJ S,4.07315e-10,4.07318e-10
ROOT --> INTJ NP,0.178729,0.179017
ROOT --> INTJ NP FRAG,0.000918079,0.000738432
ROOT --> INTJ NP S,0.00130598,0.00125507
ROOT --> INTJ NP SBARQ,4.07379e-10,4.07539e-10
ROOT --> INTJ NP SQ,0.00244009,0.00242674
ROOT --> INTJ S,0.00234382,0.00215875
ROOT --> INTJ S CC S,4.07142e-10,4.07086e-10
ROOT --> INTJ S FRAG,4.0751e-10,4.07491e-10
ROOT --> INTJ S INTJ,4.07213e-10,4.07212e-10
ROOT --> INTJ S NP,4.07711e-10,4.07733e-10
ROOT --> INTJ S NP S,4.07596e-10,4.07627e-10
ROOT --> INTJ S S,4.08673e-10,4.08846e-10
ROOT --> INTJ S S FRAG,4.0787e-10,4.07855e-10
ROOT --> INTJ S S S,4.07072e-10,4.07039e-10
ROOT --> INTJ S SBARQ,4.06908e-10,4.0674e-10
ROOT --> INTJ S SQ,4.07559e-10,4.07487e-10
ROOT --> INTJ SBARQ,0.000608565,0.000161579
ROOT --> INTJ SBARQ FRAG,4.07285e-10,4.0748e-10
ROOT --> INTJ SBARQ NP,4.07938e-10,4.08393e-10
ROOT --> INTJ SBARQ S,4.06976e-10,4.06897e-10
ROOT --> INTJ SBARQ SBARQ,4.06792e-10,4.06731e-10
ROOT --> INTJ SINV,0.000456768,0.000408663
ROOT --> INTJ SQ,0.0226678,0.0227256
ROOT --> INTJ SQ INTJ,4.07763e-10,4.07759e-10
ROOT --> INTJ SQ NP,4.07642e-10,4.07627e-10
ROOT --> NP FRAG,0.0247084,0.0240149
ROOT --> NP INTJ,0.0132064,0.0131762
ROOT --> NP INTJ S,4.07184e-10,4.07179e-10
ROOT --> NP NP,0.376908,0.380045
ROOT --> NP NP S,4.07969e-10,4.07959e-10
ROOT --> NP S,0.0222614,0.0212581
ROOT --> NP S FRAG,4.07333e-10,4.07314e-10
ROOT --> NP S INTJ,4.0713e-10,4.07119e-10
ROOT --> NP S NP,4.07483e-10,4.07484e-10
ROOT --> NP S S,4.07052e-10,4.0706e-10
ROOT --> NP S SQ,4.07795e-10,4.07724e-10
ROOT --> NP SBARQ,0.000127112,4.0813e-10
ROOT --> NP SQ,0.0460815,0.0466504
ROOT --> S CC FRAG,4.07455e-10,4.07426e-10
ROOT --> S CC S,4.06881e-10,4.0683e-10
ROOT --> S CC S SQ,4.06747e-10,4.06741e-10
ROOT --> S CC SBARQ,4.0687e-10,4.06803e-10
ROOT --> S CC SQ,4.07038e-10,4.06997e-10
ROOT --> S FRAG,4.07096e-10,4.0705e-10
ROOT --> S FRAG FRAG,4.06933e-10,4.06898e-10
ROOT --> S FRAG NP,4.07077e-10,4.07055e-10
ROOT --> S FRAG S,4.07555e-10,4.07385e-10
ROOT --> S FRAG SQ,4.06867e-10,4.06849e-10
ROOT --> S INTJ,4.06965e-10,4.0695e-10
ROOT --> S INTJ FRAG,4.06855e-10,4.06842e-10
ROOT --> S INTJ NP,4.06918e-10,4.06895e-10
ROOT --> S INTJ S,4.06782e-10,4.06773e-10
ROOT --> S NP,0.000474227,0.00046545
ROOT --> S NP FRAG,4.06915e-10,4.06894e-10
ROOT --> S NP S,4.07292e-10,4.0721e-10
ROOT --> S NP SQ,4.06903e-10,4.06888e-10
ROOT --> S S,4.07014e-10,4.06998e-10
ROOT --> S S CC S,4.06745e-10,4.06738e-10
ROOT --> S S FRAG,4.06812e-10,4.06804e-10
ROOT --> S S INTJ,4.06785e-10,4.0677e-10
ROOT --> S S NP,4.06846e-10,4.06834e-10
ROOT --> S S S,4.06782e-10,4.06773e-10
ROOT --> S S S S,4.06775e-10,4.06742e-10
ROOT --> S S SQ,4.07013e-10,4.07009e-10
ROOT --> S SBAR,7.3191e-05,6.97496e-05
ROOT --> S SBARQ,4.069e-10,4.06905e-10
ROOT --> S SINV,4.06838e-10,4.06824e-10
ROOT --> S SQ,4.06936e-10,4.06922e-10
ROOT --> S SQ NP,4.06847e-10,4.0683e-10
ROOT --> S VP,0.00105717,0.00103378
ROOT --> SBAR FRAG,0.00484212,0.00471202
ROOT --> SBAR S,0.00137178,0.00128562
ROOT --> SBARQ FRAG,4.07858e-10,4.08427e-10
ROOT --> SBARQ INTJ,0.000137608,6.79833e-05
ROOT --> SBARQ NP,0.0104057,0.00641425
ROOT --> SBARQ S,0.000707539,0.000688223
ROOT --> SBARQ SBARQ,4.06972e-10,4.06792e-10
ROOT --> SBARQ SQ,5.76456e-05,3.38977e-05
ROOT --> SINV FRAG,0.00119445,0.00103746
ROOT --> SINV NP,0.00883299,0.00661772
ROOT --> SQ CC FRAG,4.08146e-10,4.08159e-10
ROOT --> SQ CC SQ,0.000693812,0.000703438
ROOT --> SQ FRAG,0.00435716,0.00409263
ROOT --> SQ INTJ,0.00083683,0.000838712
ROOT --> SQ NP,0.0818655,0.0828666
ROOT --> SQ S,0.00786772,0.00765462
ROOT --> SQ SQ,0.00163946,0.00167261
S --> ADJP VP,0.000866613,0.00080244
S --> ADVP ADVP NP VP,3.88873e-09,3.97454e-09
S --> ADVP NP ADVP VP,3.88603e-09,3.97173e-09
S --> ADVP NP NP VP,3.88608e-09,3.97209e-09
S --> ADVP NP VP,3.88675e-09,3.97243e-09
S --> ADVP NP VP INTJ,3.88033e-09,3.96605e-09
S --> ADVP NP VP NP,3.8895e-09,3.97561e-09
S --> ADVP PP NP VP,3.89008e-09,3.97637e-09
S --> ADVP S,3.88829e-09,3.97426e-09
S --> ADVP S CC S,3.88105e-09,3.96677e-09
S --> ADVP SBAR NP VP,4.03555e-09,4.13582e-09
S --> ADVP VP,0.00533077,0.00422926
S --> ADVP VP NP,3.88706e-09,3.97299e-09
S --> CC ADVP NP VP,3.88957e-09,3.97444e-09
S --> CC ADVP VP,3.89541e-09,3.98131e-09
S --> CC NP VP,0.00190383,0.00185367
S --> CC VP,0.0389103,0.0387483
S --> FRAG CC S,3.9032e-09,3.98764e-09
S --> INTJ ADVP NP VP,3.88077e-09,3.96648e-09
S --> INTJ ADVP VP,3.8845e-09,3.97069e-09
S --> INTJ CC S,3.88339e-09,3.96868e-09
S --> INTJ INTJ,3.90755e-09,3.99223e-09
S --> INTJ INTJ NP VP,3.88916e-09,3.97456e-09
S --> INTJ INTJ VP,3.8837e-09,3.96949e-09
S --> INTJ NP,0.00994595,0.0100575
S --> INTJ NP ADVP VP,3.88057e-09,3.96625e-09
S --> INTJ NP NP VP,3.88274e-09,3.9682e-09
S --> INTJ NP VP,3.88712e-09,3.9734e-09
S --> INTJ NP VP INTJ,3.88086e-09,3.96668e-09
S --> INTJ NP VP NP,3.88226e-09,3.96798e-09
S --> INTJ NP VP SBAR,3.88206e-09,3.96788e-09
S --> INTJ NP VP SQ,3.88744e-09,3.97258e-09
S --> INTJ S,3.88256e-09,3.96819e-09
S --> INTJ SBAR NP VP,3.90384e-09,3.99412e-09
S --> INTJ VP,0.00058266,0.000598082
S --> INTJ VP INTJ,3.88561e-09,3.97175e-09
S --> INTJ VP NP,3.8877e-09,3.97358e-09
S --> NOT VP,0.0122612,0.0124678
S --> NP ADJP,3.89004e-09,3.97605e-09
S --> NP ADVP,3.88966e-09,3.97558e-09
S --> NP ADVP ADVP VP,3.8847e-09,3.97072e-09
S --> NP ADVP NOT VP,3.87915e-09,3.96486e-09
S --> NP ADVP VP,3.88612e-09,3.972e-09
S --> NP ADVP VP INTJ,3.88168e-09,3.96741e-09
S --> NP ADVP VP SQ,3.88706e-09,3.97136e-09
S --> NP NOT VP,3.87934e-09,3.96505e-09
S --> NP NP,3.89071e-09,3.97655e-09
S --> NP NP VP,3.88656e-09,3.97211e-09
S --> NP NP VP INTJ,3.88055e-09,3.96625e-09
S --> NP PP,0.0711729,0.0646342
S --> NP PP VP,3.88475e-09,3.97074e-09
S --> NP PRT,0.00692771,3.97731e-09
S --> NP S,3.88951e-09,3.97559e-09
S --> NP VP,3.8879e-09,3.97343e-09
S --> NP VP ADJP,3.89197e-09,3.97931e-09
S --> NP VP ADVP,3.88435e-09,3.97021e-09
S --> NP VP CC S,3.88276e-09,3.96847e-09
S --> NP VP CC VP,3.88353e-09,3.96934e-09
S --> NP VP FRAG,3.8866e-09,3.97311e-09
S --> NP VP INTJ,3.88366e-09,3.96929e-09
S --> NP VP NP,3.8852e-09,3.971e-09
S --> NP VP PP,3.88528e-09,3.97113e-09
S --> NP VP S,3.88138e-09,3.96701e-09
S --> NP VP SBAR,3.8885e-09,3.9745e-09
S --> NP VP SQ,3.88377e-09,3.96937e-09
S --> NP VP SQ INTJ,3.88576e-09,3.97333e-09
S --> NP VP VP,3.88691e-09,3.9731e-09
S --> PP NP VP,3.88596e-09,3.97166e-09
S --> PP VP,0.000857682,0.000877273
S --> RB NP VP,3.8897e-09,3.97558e-09
S --> S CC FRAG,3.89401e-09,3.97968e-09
S --> S CC S,3.88448e-09,3.97e-09
S --> S CC S CC S,3.88179e-09,3.96723e-09
S --> S CC S INTJ,3.87974e-09,3.96541e-09
S --> S CC SBARQ,3.88111e-09,3.96487e-09
S --> S NP CC S,3.8916e-09,3.97617e-09
S --> S NP VP,3.88355e-09,3.9693e-09
S --> S S,3.88658e-09,3.97251e-09
S --> S SQ,3.88974e-09,3.97567e-09
S --> S VP,3.88367e-09,3.96953e-09
S --> S VP NP,3.88131e-09,3.96708e-09
S --> SBAR ADVP NP VP,3.89392e-09,3.97887e-09
S --> SBAR NP ADVP VP,3.88131e-09,3.96703e-09
S --> SBAR NP VP,3.91327e-09,4.00244e-09
S --> SBAR VP,3.89351e-09,3.97929e-09
S --> SBARQ CC S,3.88099e-09,3.96534e-09
S --> TO VP,0.823644,0.840467
S --> VP ADVP,0.00214565,0.00212766
S --> VP CC VP,0.00290567,0.00271621
S --> VP FRAG,0.000782265,0.000792016
S --> VP INTJ,3.89149e-09,3.97764e-09
S --> VP NP,0.00550767,0.00572585
S --> VP S,3.88409e-09,3.96986e-09
S --> VP SBAR,3.88725e-09,3.97312e-09
S --> VP SQ,3.90232e-09,3.99104e-09
S --> VP VP,0.00200403,0.00198807
S --> WHNP VP,0.0142506,0.011914
SBAR --> ADVP COMP S,1.76612e-08,1.77138e-08
SBAR --> CC S,1.76835e-08,1.77347e-08
SBAR --> COMP COMP COMP S,0.000381552,0.000382976
SBAR --> COMP COMP S,1.76712e-08,1.77227e-08
SBAR --> COMP FRAG,0.0569861,0.0552838
SBAR --> COMP NP,0.911455,0.912481
SBAR --> COMP NP VP,6.23243e-06,1.77679e-08
SBAR --> COMP S,1.77292e-08,1.7788e-08
SBAR --> COMP S CC NOT,1.76703e-08,1.77226e-08
SBAR --> IN S,1.76888e-08,1.77392e-08
SBAR --> NP S,1.77085e-08,1.77626e-08
SBAR --> NP VP,0.0167074,0.0170781
SBAR --> RB COMP S,1.76726e-08,1.77251e-08
SBAR --> RB S,0.0102481,0.0107152
SBAR --> SBAR CC SBAR,1.89747e-08,1.90173e-08
SBAR --> WHADJP S,1.76573e-08,1.77105e-08
SBAR --> WHADVP FRAG,1.76743e-08,1.77269e-08
SBAR --> WHADVP S,1.76589e-08,1.77117e-08
SBAR --> WHNP FRAG,1.76803e-08,1.77371e-08
SBAR --> WHNP S,1.76686e-08,1.7721e-08
SBAR --> WHNP VP,0.00421513,0.00405901
SBAR --> WHNP WHNP S,1.76564e-08,1.77096e-08
SBARQ --> ADVP WHADVP SQ,3.38015e-08,5.52603e-08
SBARQ --> ADVP WHNP SQ,3.38454e-08,5.5334e-08
SBARQ --> CC ADVP WHNP SQ,3.38008e-08,5.52594e-08
SBARQ --> CC WHADVP SQ,3.38496e-08,5.53366e-08
SBARQ --> CC WHNP SQ,0.0238261,0.0355793
SBARQ --> INTJ CC SBARQ,3.38084e-08,5.52596e-08
SBARQ --> INTJ WHADVP SQ,3.38129e-08,5.52871e-08
SBARQ --> INTJ WHNP SQ,3.39339e-08,5.55144e-08
SBARQ --> NP VP,0.161277,5.54278e-08
SBARQ --> NP WHNP,3.3878e-08,5.53793e-08
SBARQ --> NP WHNP SQ,3.38235e-08,5.52972e-08
SBARQ --> PP WHNP SQ,3.3807e-08,5.52673e-08
SBARQ --> RB WHADVP SQ,3.38795e-08,5.53905e-08
SBARQ --> RB WHNP SQ,0.00265741,0.00426752
SBARQ --> S CC SBARQ,3.38037e-08,5.52594e-08
SBARQ --> S INTJ CC SBARQ,3.38378e-08,5.52594e-08
SBARQ --> SBAR WHADVP SQ,3.38081e-08,5.52698e-08
SBARQ --> SBAR WHNP SQ,3.39051e-08,5.54164e-08
SBARQ --> WHADJP SQ,0.0212539,0.0317541
SBARQ --> WHADVP S,3.38088e-08,5.52701e-08
SBARQ --> WHADVP SQ,3.38301e-08,5.53072e-08
SBARQ --> WHADVP SQ INTJ,3.38052e-08,5.52665e-08
SBARQ --> WHADVP SQ NP,3.38101e-08,5.52766e-08
SBARQ --> WHADVP VP,3.38954e-08,5.54083e-08
SBARQ --> WHADVP WHADVP SQ,3.45628e-08,5.64769e-08
SBARQ --> WHNP ADVP,0.135765,0.213532
SBARQ --> WHNP ADVP SQ,3.3812e-08,5.52785e-08
SBARQ --> WHNP S,0.0355159,0.0565986
SBARQ --> WHNP SQ,0.40195,0.658267
SBARQ --> WHNP SQ FRAG,3.43602e-08,5.65844e-08
SBARQ --> WHNP SQ INTJ,3.38343e-08,5.53165e-08
SBARQ --> WHNP SQ NP,3.38472e-08,5.53353e-08
SBARQ --> WHNP SQ SBAR,3.38058e-08,5.52674e-08
SBARQ --> WHNP VP,0.217754,5.54264e-08
SBARQ --> WHNP WHNP SQ,3.41477e-08,5.58683e-08
SBARQ --> WHPP SQ,3.38272e-08,5.53029e-08
SINV --> ADVP NP VP,3.89017e-08,5.05508e-08
SINV --> ADVP VP,3.8901e-08,5.05458e-08
SINV --> ADVP VP NP,3.91318e-08,5.08464e-08
SINV --> CC ADVP VP,0.0300265,0.0402983
SINV --> CC ADVP VP NP,3.89063e-08,5.05476e-08
SINV --> INTJ NP VP,3.88686e-08,5.04981e-08
SINV --> NP NP VP,3.88622e-08,5.04916e-08
SINV --> NP VP,0.237553,5.05584e-08
SINV --> NP VP INTJ,3.88513e-08,5.04814e-08
SINV --> NP VP NP,3.88729e-08,5.05075e-08
SINV --> SINV CC SINV,3.91297e-08,5.09476e-08
SINV --> VP NP,0.73242,0.959701
SQ --> ADVP NP VP,2.19176e-09,2.17577e-09
SQ --> ADVP VP,2.19344e-09,2.1773e-09
SQ --> AUX NOT NP,0.0282131,0.0280574
SQ --> AUX NOT NP VP,2.1896e-09,2.17348e-09
SQ --> AUX NP,0.717896,0.712972
SQ --> AUX NP ADVP VP,2.19028e-09,2.174e-09
SQ --> AUX NP VP,2.19278e-09,2.17675e-09
SQ --> CC ADVP NP VP,2.19312e-09,2.17681e-09
SQ --> CC NP VP,2.19304e-09,2.17696e-09
SQ --> CC VP,0.00957743,0.0113682
SQ --> COP NP,0.0125807,0.0129376
SQ --> COP NP ADJP,2.18921e-09,2.17308e-09
SQ --> COP NP NP,2.1893e-09,2.17319e-09
SQ --> COP NP SBAR,2.19044e-09,2.17428e-09
SQ --> COP NP VP,2.18828e-09,2.17214e-09
SQ --> INTJ ADVP NP VP,2.19118e-09,2.17492e-09
SQ --> INTJ NP VP,2.19008e-09,2.17385e-09
SQ --> INTJ VP,2.19238e-09,2.17622e-09
SQ --> MD NP VP,0.00645111,0.00629799
SQ --> NNP AUX NP VP,0.000759685,0.000761046
SQ --> NOT NP VP,2.18732e-09,2.17119e-09
SQ --> NP ADVP VP,2.19178e-09,2.17577e-09
SQ --> NP NP VP,2.19079e-09,2.17454e-09
SQ --> NP VP,0.000123416,2.17667e-09
SQ --> NP VP INTJ,2.19012e-09,2.174e-09
SQ --> NP VP NP,2.19073e-09,2.17457e-09
SQ --> NP VP SBAR,2.19098e-09,2.17492e-09
SQ --> PP NP VP,2.19191e-09,2.17577e-09
SQ --> PP VP,2.1924e-09,2.17622e-09
SQ --> S CC SQ,2.1889e-09,2.17269e-09
SQ --> S NP VP,2.18831e-09,2.1722e-09
SQ --> S SQ,2.19121e-09,2.17489e-09
SQ --> S VP,2.18823e-09,2.17213e-09
SQ --> SBAR NP VP,2.19415e-09,2.17727e-09
SQ --> SBAR VP,2.19289e-09,2.17675e-09
SQ --> SQ CC SQ,2.19286e-09,2.17661e-09
SQ --> VB NP VP,2.19052e-09,2.1744e-09
SQ --> VP ADVP,0.13535,0.135784
SQ --> VP INTJ,0.000483175,0.000467619
SQ --> VP NP,0.00564716,0.00655337
SQ --> VP NP NP,2.1896e-09,2.17347e-09
SQ --> VP NP VP,2.18921e-09,2.17304e-09
SQ --> VP SBAR,0.0149815,0.0150637
SQ --> VP VP,0.0679373,0.0697367
VB --> VB ASP,0.0242424,0.0242487
VB --> VB T,0.00997137,0.00996739
VBD --> VB T,0.00372814,6.25843e-09
VBG --> VB ASP,0.896783,0.897239
VBN --> VB T,0.353132,0.36035
VBZ --> VB PRS,0.172479,0.175163
VP --> ADVP AUX NOT VP,5.24736e-10,5.24656e-10
VP --> ADVP AUX VP,5.2465e-10,5.24498e-10
VP --> ADVP VB,0.0175818,0.0175804
VP --> ADVP VB ADVP,5.24902e-10,5.2482e-10
VP --> ADVP VB NP,5.24738e-10,5.24668e-10
VP --> ADVP VB NP ADVP,5.24512e-10,5.24437e-10
VP --> ADVP VB NP PP,5.24705e-10,5.24621e-10
VP --> ADVP VB NP PRT,5.24291e-10,5.24226e-10
VP --> ADVP VB PP,5.26203e-10,5.26129e-10
VP --> ADVP VB PRT,5.24907e-10,5.24811e-10
VP --> ADVP VB S,5.24692e-10,5.24606e-10
VP --> ADVP VB SBAR,5.2484e-10,5.2478e-10
VP --> ADVP VBD,0.000175953,0.000177882
VP --> ADVP VBD NP,5.24621e-10,5.24546e-10
VP --> ADVP VBD NP ADVP,5.24403e-10,5.24322e-10
VP --> ADVP VBD NP NP,5.24408e-10,5.24324e-10
VP --> ADVP VBD PP,5.24858e-10,5.24766e-10
VP --> ADVP VBD PRT,5.24668e-10,5.24557e-10
VP --> ADVP VBD S,5.24397e-10,5.24266e-10
VP --> ADVP VBG,5.2489e-10,5.24803e-10
VP --> ADVP VBG NP,5.25057e-10,5.24981e-10
VP --> ADVP VBG S,5.25166e-10,5.25065e-10
VP --> ADVP VBN,0.000550005,0.000544595
VP --> ADVP VBN ADVP,5.24977e-10,5.2492e-10
VP --> ADVP VBN NP,5.24657e-10,5.24582e-10
VP --> ADVP VBN NP ADVP,5.24498e-10,5.24434e-10
VP --> ADVP VBN PP,5.26193e-10,5.26192e-10
VP --> ADVP VBN PRT,5.25256e-10,5.25113e-10
VP --> ADVP VBP NP,5.24621e-10,5.24531e-10
VP --> ADVP VBP NP PP,5.24794e-10,5.24708e-10
VP --> ADVP VBP SBAR,5.24552e-10,5.24466e-10
VP --> ADVP VBZ,0.00360363,0.00359455
VP --> ADVP VBZ NP,5.25032e-10,5.2496e-10
VP --> ADVP VBZ PP,5.25038e-10,5.24959e-10
VP --> ADVP VBZ S,5.25187e-10,5.25136e-10
VP --> ADVP VP,5.25242e-10,5.25189e-10
VP --> ADVP VP CC VP,5.24583e-10,5.2449e-10
